Nombre,SiO2,Al2O3,CaO,Na2O,K2O,FeOT,MgO,MnO,TiO2
basalt,49.68,12.72,9.72,2.73,0.36,13.43,5.91,0.19,2.08
basalt,44.01,11.36,10.34,2.65,1.44,12.77,12.31,0.2,3.51
basalt,45.59,13.33,10.18,2.85,1.84,11.91,8.49,0.17,3.78
basalt,45.48,13.03,9.89,2.79,1.89,11.94,9.26,0.16,3.68
basalt,45.59,13.5,10.1,2.9,1.94,11.84,8.08,0.17,3.81
basalt,50.91,15.05,7.86,3.53,1.82,9.39,6.6,0.13,1.17
basalt,54.34,16.38,5.78,5.39,1.6,7.41,3.67,0.09,1.01
basalt,54.94,15.49,5.54,4.77,1.77,6.95,5.51,0.09,0.85
basalt,55.61,15.41,5.3,5.62,0.99,7.01,5.47,0.09,0.86
basalt,51.95,15.89,7.5,3.01,2.9,8.94,4.51,0.1,1.32
basalt,51.67,16.9,7.11,3.26,2.81,8.67,4.03,0.11,1.21
basalt,57.17,15.14,6.37,3.45,1.94,6.7,4.98,0.11,0.89
basalt,48.55,14.95,8.44,2.85,1.46,9.03,8.88,0.13,1.24
basalt,57.76,16.25,4.1,5.2,3.05,6.27,3.22,0.08,0.81
basalt,52.24,16.18,7.61,3.55,1.66,9.35,2.96,0.11,1.52
basalt,61.18,17.21,3.01,5.54,2.5,4.91,1.94,0.07,0.71
basalt,45.42,14.77,9.98,1.94,0.55,11.63,9.17,0.16,1.3
basalt,53.87,15.42,5.11,5.74,1.79,8.24,4.67,0.11,1.21
basalt,52.93,15.77,6.93,2.09,4.06,9.14,4.34,0.14,1.21
basalt,52.22,14.94,6.54,4.05,2.99,8.49,5.11,0.12,1.3
basalt,62.01,17.3,1.84,6.41,3.42,4.45,1.22,0.06,0.66
basalt,46.17,13.76,10.3,3.12,1.9,11.58,7.16,0.17,3.87
basalt,45.82,13.97,10.43,2.96,2.0,11.59,6.88,0.16,3.92
basalt,45.23,13.31,9.96,2.89,1.86,11.93,8.59,0.17,3.74
basalt,51.08,12.96,9.36,4.21,0.15,13.52,4.22,0.26,1.66
basalt,45.44,13.36,10.05,3.03,1.76,12.03,8.62,0.17,3.77
basalt,50.61,15.64,9.1,2.51,1.12,11.44,7.9,0.18,1.39
basalt,50.26,16.79,9.21,2.78,0.59,11.08,7.54,0.17,1.43
basalt,46.07,16.59,7.47,2.22,1.54,15.14,8.67,0.2,1.83
basalt,45.54,17.38,8.42,1.64,1.56,15.92,6.82,0.22,2.13
basalt,51.08,15.1,7.89,2.6,1.45,14.69,4.18,0.22,2.42
basalt,49.46,17.47,9.54,1.87,1.44,11.31,7.22,0.18,1.39
basalt,49.11,17.87,9.03,1.68,2.01,11.18,7.4,0.18,1.42
basalt,49.04,15.19,11.99,2.33,0.58,10.09,5.86,0.251,1.094
basalt,48.61,15.97,11.63,1.79,1.39,11.26,4.67,0.276,1.326
basalt,51.01,16.54,10.99,3.11,0.43,8.57,5.04,0.266,1.106
basalt,52.15,15.74,11.1,3.21,0.19,8.4,5.71,0.246,1.045
basalt,53.95,16.26,11.16,2.69,0.17,8.22,3.01,0.262,1.037
basalt,51.05,16.26,12.78,3.26,0.24,7.7,3.62,0.186,1.085
basalt,50.63,11.62,12.38,2.2,0.1,11.99,7.52,0.26,1.19
basalt,45.68,13.82,10.28,3.01,1.92,11.74,7.48,0.17,3.87
basalt,55.57,12.15,7.27,1.97,1.62,7.15,9.79,0.13,0.32
basalt,49.6,14.7,11.8,1.83,0.72,8.48,8.36,0.16,1.05
basalt,48.7,14.3,9.59,2.4,1.39,7.68,11.2,0.12,1.02
basalt,49.4,14.4,11.4,2.51,1.05,7.77,9.36,0.16,0.98
basalt,52.72,7.37,10.56,2.97,0.05,10.93,11.34,0.17,0.64
basalt,54.8,9.94,9.4,3.08,0.17,9.04,9.39,0.17,0.82
basalt,52.86,16.04,9.02,2.29,1.67,7.37,6.48,0.11,0.4
basalt,50.86,2.83,8.38,1.76,1.71,8.41,11.19,0.16,0.3
basalt,51.8,18.2,8.2,3.64,1.08,9.27,4.83,0.16,1.17
basalt,51.8,17.7,9.0,3.24,1.08,9.2,5.22,0.16,1.03
basalt,52.8,17.9,8.7,3.54,0.8,9.4,5.09,0.17,0.99
basalt,48.6,17.3,10.9,3.3,0.73,9.18,6.73,0.16,1.58
basalt,50.33,18.06,9.37,3.93,1.09,9.74,4.72,0.17,1.39
basalt,49.6,16.0,9.5,3.2,0.94,8.81,8.0,0.16,1.37
basalt,49.74,14.33,9.77,1.82,0.06,10.52,12.85,0.18,0.65
basalt,51.72,14.81,9.58,2.11,0.16,10.39,10.31,0.18,0.67
basalt,50.85,16.4,8.93,4.2,0.11,9.84,8.64,0.17,0.77
basalt,51.6,11.01,8.72,1.34,0.28,10.66,15.61,0.19,0.55
basalt,53.73,14.9,10.87,1.82,0.12,10.62,6.95,0.17,0.72
basalt,54.17,14.06,9.57,2.64,0.75,12.06,5.53,0.19,0.93
basalt,43.44,10.69,9.75,2.66,1.45,12.26,14.04,0.16,3.1
basalt,50.58,15.64,11.24,3.62,0.6,11.33,5.96,0.18,0.81
basalt,51.69,18.09,10.42,2.16,0.19,9.57,6.97,0.19,0.68
basalt,52.54,18.54,9.77,2.46,0.32,9.39,5.56,0.19,0.83
basalt,52.82,18.76,11.55,1.72,0.2,9.05,5.55,0.15,0.63
basalt,53.54,16.53,10.7,1.87,0.15,10.1,5.94,0.19,0.78
basalt,45.9,16.5,2.78,4.3,0.05,12.06,8.74,0.38,1.73
basalt,41.5,14.9,8.28,4.11,0.04,11.61,6.88,0.43,1.56
basalt,48.4,13.1,4.9,4.13,0.16,13.23,7.24,0.25,1.17
basalt,50.7,15.6,5.85,2.17,1.73,12.9,9.23,0.17,1.51
basalt,49.1,18.2,3.14,5.31,0.61,14.4,5.02,0.12,3.35
basalt,49.9,14.2,7.53,1.18,3.46,14.3,7.35,0.21,1.66
basalt,49.6,16.3,5.17,5.49,0.44,14.8,4.21,0.18,3.27
basalt,43.6,16.0,5.52,4.44,0.04,11.34,7.55,0.4,1.77
basalt,48.3,12.1,6.52,4.61,0.06,15.39,4.88,0.51,4.49
basalt,47.4,13.3,8.02,3.53,0.76,12.51,6.68,0.25,3.03
basalt,48.8,13.8,6.94,3.8,0.82,11.0,8.57,0.16,2.0
basalt,50.49,18.53,6.28,2.79,4.07,8.0,2.8,0.37,0.87
basalt,56.0,18.1,7.1,3.4,1.4,6.66,4.6,0.11,0.93
basalt,57.6,17.7,6.8,3.4,1.6,6.39,4.2,0.12,0.97
basalt,60.1,15.8,5.9,3.3,1.9,5.58,5.2,0.12,0.76
basalt,52.91,16.47,5.9,5.88,3.17,9.19,2.72,0.21,1.93
basalt,51.23,13.59,10.17,2.36,0.49,11.33,6.11,0.17,2.31
basalt,50.97,17.08,7.43,3.67,2.41,10.41,3.73,0.17,1.94
basalt,47.95,16.72,8.76,4.57,2.67,9.91,4.01,0.19,1.88
basalt,48.93,16.46,8.12,4.5,3.11,10.29,3.59,0.2,1.97
basalt,44.66,14.18,10.91,2.78,0.88,14.72,5.19,0.21,4.23
basalt,42.4,0.76,1.68,0.17,0.07,9.29,43.28,0.44,0.1
basalt,41.37,13.18,12.87,2.38,1.22,14.86,7.17,0.2,4.4
basalt,45.0,14.11,11.06,2.91,0.97,15.1,5.06,0.22,4.19
basalt,44.72,16.57,10.14,4.67,1.97,10.51,4.5,0.24,4.15
basalt,43.96,16.13,10.44,4.45,1.95,11.13,5.01,0.22,4.48
basalt,40.88,14.14,11.65,3.43,1.52,14.39,6.42,0.22,5.25
basalt,44.65,11.54,12.82,2.33,0.86,12.86,10.26,0.19,3.07
basalt,41.27,14.2,11.25,3.7,1.65,13.98,6.25,0.22,5.15
basalt,45.24,16.93,11.41,3.05,0.95,12.18,4.5,0.15,4.13
basalt,42.79,10.5,10.75,2.23,0.81,13.07,15.17,0.18,3.16
basalt,44.83,14.84,9.85,3.54,1.22,13.88,4.43,0.19,4.77
basalt,46.8,25.5,14.11,2.31,0.44,5.86,2.1,0.07,2.24
basalt,46.68,17.28,11.67,3.4,1.15,9.64,3.38,0.14,5.0
basalt,47.59,15.16,11.88,3.01,0.88,10.71,5.36,0.16,3.7
basalt,46.76,14.41,12.84,2.47,0.76,11.36,7.01,0.16,2.97
basalt,43.33,15.09,12.03,3.13,1.18,13.19,5.53,0.19,4.25
basalt,43.85,15.27,11.07,3.34,1.18,13.12,5.34,0.19,4.32
basalt,47.06,15.27,9.16,3.46,1.29,13.43,4.22,0.14,3.58
basalt,44.08,15.55,11.17,3.58,1.19,12.84,5.18,0.19,4.26
basalt,47.27,16.06,8.37,4.17,1.61,11.06,6.66,0.17,2.85
basalt,43.83,14.91,12.02,3.07,1.07,12.99,5.93,0.18,4.06
basalt,44.67,15.3,9.35,3.79,1.24,4.09,3.81,0.19,4.17
basalt,44.37,15.8,11.91,3.27,1.0,2.01,4.04,0.18,3.7
basalt,45.32,14.61,9.78,4.04,1.52,2.06,3.86,0.19,4.25
basalt,43.91,14.45,9.39,3.84,1.2,2.55,3.89,0.2,4.39
basalt,47.11,14.27,9.82,2.89,0.49,3.23,5.24,0.15,2.8
basalt,43.67,17.5,10.21,3.1,0.79,3.55,4.71,0.16,5.01
basalt,45.42,12.88,10.99,2.54,0.8,1.86,11.45,0.18,2.79
basalt,43.12,9.09,10.88,1.84,0.72,1.86,17.85,0.18,2.66
basalt,45.15,14.07,11.49,3.02,0.94,1.86,5.29,0.18,3.48
basalt,48.15,17.98,9.03,4.91,1.48,2.01,3.6,0.17,3.03
basalt,54.48,14.58,9.22,2.96,0.86,10.42,5.27,0.198,1.741
basalt,53.95,15.3,10.24,3.01,0.6,9.2,6.14,0.173,1.137
basalt,53.93,14.52,9.19,2.94,1.04,10.84,5.32,0.187,1.775
basalt,49.44,17.12,11.13,2.53,0.24,10.27,7.95,0.182,0.958
basalt,51.46,16.16,10.8,2.8,0.39,10.23,6.61,0.177,1.141
basalt,51.29,15.22,10.36,2.98,0.55,11.21,6.68,0.186,1.246
basalt,52.16,15.13,10.44,3.01,0.57,10.85,5.83,0.192,1.456
basalt,52.25,14.96,10.45,3.11,0.57,10.22,6.48,0.203,1.424
basalt,52.25,14.79,10.18,3.17,0.64,11.43,5.42,0.225,1.531
basalt,51.56,14.4,10.36,3.03,0.62,11.79,6.18,0.222,1.508
basalt,51.86,15.25,10.34,3.26,0.63,10.51,6.34,0.188,1.324
basalt,55.15,13.08,6.67,3.2,1.9,13.44,2.83,0.229,2.71
basalt,51.88,13.26,8.15,2.82,1.56,14.15,4.24,0.23,3.08
basalt,52.39,13.54,8.43,3.18,1.4,13.03,3.97,0.211,3.19
basalt,51.59,13.3,8.51,2.84,1.1,15.04,3.64,0.178,3.19
basalt,54.43,13.67,6.5,3.52,1.92,13.29,2.92,0.25,2.537
basalt,47.18,12.19,9.98,2.2,0.65,11.75,12.35,0.18,2.36
basalt,49.6,12.6,9.12,1.78,0.45,11.34,12.9,0.16,0.7
basalt,52.5,12.9,9.4,2.0,0.46,10.44,10.2,0.18,0.7
basalt,52.8,13.1,9.47,2.52,0.52,10.62,8.86,0.18,0.72
basalt,53.5,13.8,10.4,2.3,0.72,10.17,6.8,0.18,0.79
basalt,46.5,7.6,6.25,0.47,0.35,12.06,24.8,0.19,0.43
basalt,48.6,8.56,7.2,0.44,0.36,10.8,22.1,0.18,0.48
basalt,49.5,11.0,10.4,1.34,0.37,11.43,13.6,0.18,0.72
basalt,47.69,14.52,10.06,2.95,0.63,13.09,6.22,0.24,2.75
basalt,46.39,14.47,10.62,2.81,0.59,12.76,6.13,0.24,2.72
basalt,48.11,14.54,10.44,2.91,0.52,13.21,6.37,0.23,2.34
basalt,50.77,13.64,9.08,2.97,0.94,11.29,4.89,0.19,2.3
basalt,50.47,13.33,8.71,2.72,1.02,11.33,5.16,0.18,2.28
basalt,47.16,14.71,10.92,2.78,0.38,12.51,5.99,0.2,2.14
basalt,44.05,14.13,12.72,2.59,0.43,12.75,5.08,0.54,2.67
basalt,50.5,12.2,10.9,1.64,0.39,11.34,10.7,0.18,0.76
basalt,45.47,14.24,10.76,2.04,0.19,11.66,8.37,0.18,2.1
basalt,47.28,15.52,11.47,2.56,0.37,11.9,7.15,0.2,1.48
basalt,44.68,14.25,9.61,1.88,0.19,11.94,8.63,0.18,2.16
basalt,45.79,15.84,10.37,2.09,0.07,11.03,8.98,0.18,1.22
basalt,45.04,15.66,9.84,1.98,0.24,11.28,8.88,0.19,1.3
basalt,44.6,15.78,10.23,1.97,0.09,11.12,9.07,0.18,1.27
basalt,45.42,15.43,10.85,2.19,0.11,10.93,7.65,0.19,1.27
basalt,45.79,15.66,10.11,2.0,0.07,10.84,8.81,0.18,1.2
basalt,45.41,15.72,9.9,2.05,0.1,11.06,9.09,0.19,1.23
basalt,45.29,15.77,9.77,1.9,0.37,10.71,8.71,0.19,1.24
basalt,45.4,7.19,6.83,0.67,0.21,12.06,25.6,0.18,0.46
basalt,45.46,15.68,9.86,1.96,0.43,10.93,8.54,0.19,1.26
basalt,46.74,15.86,10.61,2.41,0.21,11.57,8.21,0.19,1.35
basalt,45.43,15.63,10.0,2.08,0.15,11.05,8.78,0.18,1.25
basalt,44.7,15.68,9.77,1.88,0.48,11.19,8.8,0.2,1.26
basalt,45.59,16.03,10.7,1.93,0.6,11.03,8.42,0.18,1.24
basalt,46.93,16.34,11.16,2.41,0.15,11.79,7.91,0.2,1.3
basalt,45.57,15.6,10.68,2.18,0.19,11.18,8.42,0.17,1.27
basalt,46.62,16.1,11.01,2.42,0.19,11.69,8.37,0.19,1.33
basalt,47.17,16.41,11.33,2.47,0.14,11.45,7.29,0.2,1.3
basalt,45.4,16.12,12.9,2.39,0.11,11.11,6.93,0.19,1.22
basalt,47.4,8.88,8.05,0.63,0.18,12.06,20.7,0.18,0.56
basalt,45.64,15.85,10.02,2.08,0.11,10.76,8.92,0.19,1.25
basalt,47.33,16.03,11.67,2.52,0.15,11.63,7.53,0.2,1.38
basalt,46.71,16.04,11.42,2.41,0.11,11.73,7.84,0.2,1.32
basalt,45.5,15.62,10.42,1.86,0.45,11.02,8.33,0.19,1.25
basalt,45.31,15.43,11.13,2.16,0.14,10.55,7.63,0.17,1.23
basalt,45.04,15.84,10.26,2.0,0.08,11.23,8.85,0.17,1.17
basalt,46.64,15.69,10.52,2.13,0.07,10.84,8.48,0.19,1.17
basalt,46.8,15.74,10.53,2.13,0.06,10.91,8.76,0.18,1.17
basalt,45.35,15.24,10.6,2.18,0.06,11.87,8.4,0.19,1.36
basalt,44.95,15.34,10.32,2.09,0.1,11.98,8.6,0.2,1.38
basalt,46.62,15.53,10.52,2.15,0.07,10.91,8.59,0.18,1.17
basalt,45.28,14.85,11.39,2.21,0.07,12.06,7.26,0.23,1.47
basalt,47.39,15.41,10.82,2.18,0.1,11.15,8.07,0.19,1.12
basalt,47.3,15.48,10.72,2.17,0.1,11.12,8.04,0.19,1.13
basalt,47.71,15.25,10.56,2.18,0.09,11.13,8.24,0.18,1.19
basalt,46.87,15.33,10.44,2.01,0.05,10.91,8.39,0.18,1.12
basalt,49.28,13.69,10.08,2.53,0.5,12.44,5.81,0.19,2.78
basalt,48.46,13.11,10.14,2.52,0.53,13.17,6.11,0.21,2.87
basalt,50.35,13.81,9.52,2.65,0.73,12.29,5.83,0.2,2.68
basalt,49.39,13.53,10.99,2.51,0.62,11.63,5.37,0.2,2.69
basalt,49.61,13.71,9.83,2.65,0.52,12.41,5.89,0.2,2.72
basalt,49.27,13.71,10.43,2.62,0.5,11.55,5.76,0.18,2.69
basalt,49.57,13.47,10.02,2.62,0.57,12.13,5.9,0.19,2.7
basalt,48.24,13.41,11.39,2.45,0.56,11.17,5.09,0.33,2.68
basalt,46.4,12.7,13.22,2.42,0.59,10.96,4.76,0.24,2.71
basalt,46.3,15.33,10.3,2.25,0.33,12.44,7.86,0.2,2.09
basalt,46.02,15.23,10.35,2.32,0.33,12.45,7.79,0.21,2.09
basalt,44.62,15.83,10.33,2.16,0.27,11.82,8.37,0.19,1.8
basalt,45.04,15.95,11.47,2.34,0.16,12.53,6.1,0.19,2.08
basalt,46.07,15.52,10.19,2.29,0.3,12.07,8.0,0.2,1.99
basalt,46.14,15.89,11.02,2.37,0.18,11.81,7.56,0.2,2.01
basalt,49.29,15.3,10.21,2.61,0.66,10.78,7.02,0.19,1.71
basalt,45.02,15.52,11.24,2.29,0.17,13.26,6.72,0.2,2.14
basalt,48.05,15.57,10.38,2.49,0.42,10.89,5.75,0.16,1.72
basalt,49.66,15.32,9.85,2.59,0.84,10.75,6.88,0.19,1.7
basalt,45.43,15.75,10.83,2.29,0.26,11.89,7.65,0.18,1.89
basalt,46.31,14.89,10.72,2.43,0.26,12.35,7.11,0.19,1.99
basalt,50.25,17.43,11.12,2.76,0.4,8.73,4.82,0.18,1.35
basalt,51.0,15.3,9.2,2.8,0.46,10.44,7.1,0.17,1.5
basalt,50.0,15.4,9.3,2.8,0.46,10.35,6.8,0.16,1.5
basalt,48.0,11.2,7.3,2.0,0.29,10.62,16.2,0.19,1.1
basalt,49.0,13.4,8.2,2.4,0.49,10.53,12.0,0.15,1.3
basalt,51.0,15.6,9.5,2.9,0.5,10.44,6.4,0.15,1.5
basalt,49.0,14.0,8.7,2.5,0.34,10.98,10.1,0.17,1.3
basalt,51.0,15.9,9.5,2.9,0.49,10.62,6.5,0.17,1.5
basalt,51.0,15.5,9.3,2.8,0.56,10.62,6.5,0.17,1.5
basalt,50.0,15.1,9.3,2.7,0.29,11.07,8.0,0.19,1.4
basalt,51.0,15.5,9.3,2.9,0.54,10.62,7.1,0.15,1.5
basalt,49.0,14.7,9.3,2.6,0.31,11.34,8.5,0.2,1.4
basalt,49.0,14.4,9.0,2.5,0.25,10.89,9.2,0.18,1.3
basalt,50.0,14.7,9.1,2.7,0.35,11.07,8.5,0.19,1.4
basalt,50.0,14.0,8.8,2.5,0.32,11.25,10.0,0.18,1.3
basalt,49.0,13.2,8.2,2.3,0.32,11.16,12.4,0.19,1.3
basalt,50.0,14.3,8.9,2.5,0.31,11.25,9.3,0.2,1.3
basalt,50.0,15.0,9.3,2.7,0.36,11.07,7.8,0.18,1.5
basalt,52.4,13.2,10.7,2.21,0.47,9.99,8.85,0.19,0.67
basalt,50.0,15.7,9.0,3.4,0.81,10.35,6.2,0.14,2.2
basalt,47.0,13.9,9.5,2.9,1.0,10.89,8.7,0.16,2.5
basalt,48.0,14.0,9.1,2.7,1.03,10.8,9.4,0.16,2.2
basalt,47.0,14.7,9.7,3.0,1.46,9.9,7.2,0.15,2.5
basalt,46.0,14.3,9.8,2.7,1.28,11.25,8.8,0.16,2.5
basalt,44.0,14.0,10.1,3.2,1.08,10.98,10.1,0.17,2.5
basalt,44.0,13.9,10.0,2.7,1.2,10.98,9.8,0.16,2.6
basalt,47.0,14.2,8.7,2.9,1.13,10.44,9.3,0.17,2.1
basalt,48.2,9.03,7.62,1.89,0.26,10.71,20.4,0.17,0.49
basalt,47.9,8.81,7.26,1.68,0.32,10.53,21.6,0.18,0.46
basalt,46.0,7.31,5.88,1.62,0.22,11.07,26.1,0.18,0.38
basalt,47.8,8.5,7.0,1.28,0.39,10.53,22.6,0.18,0.45
basalt,47.0,15.4,11.0,2.61,0.69,11.25,7.97,0.18,2.3
basalt,48.0,15.2,10.8,2.94,0.64,11.34,6.53,0.19,2.43
basalt,50.4,11.4,8.8,1.63,0.75,10.26,14.7,0.175,0.585
basalt,47.7,13.4,9.53,3.81,0.83,13.77,4.8,0.24,3.57
basalt,47.2,15.8,11.4,2.65,0.73,10.71,7.55,0.17,2.22
basalt,47.1,15.9,9.05,3.46,1.47,11.97,4.83,0.18,4.11
basalt,47.1,15.2,9.87,3.27,0.77,12.69,6.06,0.2,2.95
basalt,46.5,15.6,9.04,3.19,0.8,13.32,5.7,0.19,3.67
basalt,48.0,22.0,12.0,2.91,0.46,8.08,4.01,0.13,1.32
basalt,47.6,15.7,10.8,2.78,0.56,12.33,5.71,0.19,2.56
basalt,50.5,11.5,9.59,2.03,0.35,10.44,13.7,0.17,0.59
basalt,48.0,16.0,10.8,2.89,0.49,11.7,5.97,0.19,2.35
basalt,54.2,14.8,7.66,3.48,1.74,9.99,3.49,0.19,2.85
basalt,52.9,14.2,8.88,2.94,1.17,10.53,4.88,0.17,2.75
basalt,53.0,13.4,8.52,3.19,1.21,11.25,4.53,0.19,3.05
basalt,50.3,17.9,9.91,3.3,1.14,9.72,3.81,0.15,2.35
basalt,49.3,11.5,10.4,1.9,0.26,10.17,14.5,0.18,0.59
basalt,52.0,13.1,8.9,2.99,1.05,12.51,4.75,0.2,2.83
basalt,45.5,14.7,9.49,2.79,0.54,14.04,7.36,0.2,3.22
basalt,47.5,15.4,10.4,3.14,0.77,11.34,7.21,0.17,2.56
basalt,51.3,12.9,10.4,2.52,0.13,10.53,10.1,0.2,0.66
basalt,47.27,13.81,9.36,3.76,0.96,14.25,4.5,0.25,3.66
basalt,47.95,13.81,9.05,3.89,0.86,14.15,4.37,0.25,3.67
basalt,47.8,13.78,9.19,3.78,0.87,14.13,4.4,0.25,3.66
basalt,47.85,13.61,9.36,3.91,0.9,13.84,4.48,0.24,2.78
basalt,46.96,15.31,11.01,2.88,0.73,11.33,7.56,0.18,2.42
basalt,47.34,15.55,11.36,2.53,0.73,11.04,7.3,0.18,2.37
basalt,47.0,15.79,11.29,2.82,0.75,10.84,7.51,0.17,2.27
basalt,46.66,13.89,9.8,3.37,0.8,13.46,5.46,0.24,3.89
basalt,47.4,15.81,7.82,3.3,1.27,12.73,5.99,0.18,3.6
basalt,48.85,15.33,10.29,3.21,0.72,12.27,5.17,0.21,2.34
basalt,47.42,15.4,10.24,2.74,0.57,12.51,6.53,0.19,2.63
basalt,47.79,14.66,9.71,3.09,0.88,12.9,5.77,0.22,3.01
basalt,46.35,14.63,10.1,3.09,1.64,12.5,4.96,0.19,4.54
basalt,51.6,12.5,10.0,2.9,0.17,10.35,10.3,0.194,0.646
basalt,52.9,13.8,11.1,2.79,0.29,9.54,7.54,0.183,0.662
basalt,52.6,14.0,11.2,2.73,0.35,9.54,7.55,0.194,0.662
basalt,34.97,13.46,0.0,0.37,8.76,25.29,8.05,0.45,3.92
basalt,35.13,13.5,0.04,0.35,8.82,25.43,8.04,0.38,4.03
basalt,35.18,13.49,0.04,0.31,8.97,25.37,7.95,0.45,4.07
basalt,35.5,13.38,0.03,0.38,8.97,25.02,8.31,0.42,3.76
basalt,35.11,13.61,0.01,0.32,8.91,24.82,8.05,0.42,3.81
basalt,35.32,13.28,0.0,0.34,9.0,24.78,8.17,0.44,3.69
basalt,35.23,13.34,0.0,0.36,8.86,24.89,8.07,0.44,3.6
basalt,35.58,13.06,0.03,0.35,8.96,24.84,8.28,0.35,3.5
basalt,34.48,13.31,0.02,0.31,8.69,24.01,8.01,0.44,3.75
basalt,35.01,13.64,0.02,0.34,8.84,24.69,8.05,0.42,3.77
basalt,34.87,13.4,0.02,0.33,8.92,25.27,7.93,0.5,3.77
basalt,34.95,13.17,0.02,0.4,8.8,24.72,7.92,0.44,3.76
basalt,35.17,13.29,0.01,0.37,8.88,25.49,8.34,0.5,3.71
basalt,35.35,13.25,0.01,0.38,8.96,25.34,8.16,0.48,3.82
basalt,35.11,13.1,0.31,0.39,8.31,25.48,8.27,0.45,3.57
basalt,35.01,13.44,0.02,0.37,8.94,25.46,7.94,0.4,3.95
basalt,35.21,13.68,0.02,0.33,8.87,25.5,7.87,0.47,3.85
basalt,34.93,13.64,0.03,0.34,8.86,24.43,8.35,0.38,3.97
basalt,35.1,13.37,0.02,0.3,8.86,23.91,8.49,0.4,3.78
basalt,35.39,13.05,0.01,0.32,8.83,24.8,8.29,0.4,3.55
basalt,35.27,13.08,0.01,0.43,8.95,24.88,8.29,0.44,3.63
basalt,35.02,13.4,0.05,0.39,8.84,25.9,8.05,0.43,3.76
basalt,35.21,13.2,0.01,0.38,8.91,25.23,8.34,0.45,3.6
basalt,35.17,13.41,0.03,0.36,8.9,24.9,8.12,0.39,3.85
basalt,34.71,13.3,0.0,0.41,8.63,24.26,8.04,0.42,3.69
basalt,35.1,13.33,0.02,0.39,8.89,25.82,8.09,0.45,3.69
basalt,35.23,13.53,0.04,0.33,8.88,25.48,8.01,0.38,3.76
basalt,34.99,13.33,0.01,0.36,8.88,24.78,8.04,0.48,3.72
basalt,34.29,13.29,0.1,0.37,8.46,25.22,8.01,0.45,3.77
basalt,35.59,13.35,0.12,0.41,8.83,24.93,8.3,0.44,3.69
basalt,35.43,13.71,0.09,0.3,8.82,24.46,8.25,0.3,4.09
basalt,35.66,13.26,0.04,0.36,8.92,24.81,8.53,0.4,3.51
basalt,35.39,13.19,0.03,0.36,8.9,25.23,8.13,0.41,3.53
basalt,35.58,13.33,0.05,0.34,9.15,25.21,8.08,0.43,3.58
basalt,35.52,13.41,0.02,0.33,9.09,25.37,8.08,0.43,3.55
basalt,35.53,13.38,0.03,0.34,9.05,24.65,8.1,0.39,3.78
basalt,33.91,12.88,0.24,0.33,8.02,22.92,8.1,0.25,3.84
basalt,34.79,13.28,0.27,0.34,8.26,24.44,7.9,0.43,3.62
basalt,34.83,13.28,0.05,0.33,8.76,24.76,7.9,0.51,3.83
basalt,35.6,13.21,0.0,0.35,8.89,23.53,8.55,0.31,3.69
basalt,35.49,13.24,0.0,0.35,8.9,23.7,8.5,0.35,3.8
basalt,34.88,14.03,0.01,0.33,8.82,24.2,8.31,0.3,4.18
basalt,35.73,13.2,0.02,0.38,8.88,24.55,8.37,0.43,3.65
basalt,35.56,13.19,0.04,0.37,8.9,24.46,8.44,0.47,3.66
basalt,35.62,13.14,0.07,0.38,8.84,25.03,8.38,0.4,3.51
basalt,34.77,13.41,0.03,0.34,9.02,25.08,8.45,0.46,3.79
basalt,35.14,13.26,0.02,0.41,9.03,24.93,7.97,0.45,3.83
basalt,34.99,13.46,0.02,0.41,8.81,25.18,7.87,0.37,3.82
basalt,35.02,13.43,0.01,0.38,8.76,24.36,8.07,0.39,3.63
basalt,34.97,13.06,0.0,0.3,8.67,24.31,8.01,0.44,3.52
basalt,32.43,12.08,0.27,0.34,8.01,24.28,7.61,0.37,3.56
basalt,34.18,13.08,0.23,0.33,8.29,24.56,7.85,0.43,3.55
basalt,35.17,12.97,0.32,0.34,8.42,24.81,8.25,0.39,3.74
basalt,35.26,13.0,0.27,0.38,8.53,24.96,8.31,0.43,3.69
basalt,35.08,13.55,0.23,0.34,8.54,24.06,8.36,0.37,4.1
basalt,35.18,13.43,0.07,0.4,8.79,25.37,8.07,0.44,3.69
basalt,35.23,13.39,0.21,0.36,8.58,25.02,8.01,0.4,3.75
basalt,35.4,13.35,0.04,0.37,9.0,25.59,8.08,0.44,3.74
basalt,34.77,13.17,0.08,0.38,8.75,24.52,8.13,0.4,4.03
basalt,35.22,13.21,0.03,0.38,8.85,25.3,8.2,0.46,3.67
basalt,35.05,13.36,0.04,0.34,8.92,24.18,8.42,0.36,4.2
basalt,51.2,12.8,10.0,3.41,0.19,10.35,9.94,0.204,0.651
basalt,35.3,12.92,0.15,0.35,8.57,24.95,8.22,0.49,3.69
basalt,35.14,13.35,0.04,0.39,8.77,24.08,8.53,0.37,4.29
basalt,34.04,12.67,0.22,0.39,8.35,24.69,7.74,0.37,3.61
basalt,32.23,12.09,0.13,0.34,8.11,22.72,8.08,0.31,3.83
basalt,34.94,13.57,0.22,0.35,8.46,23.86,8.42,0.4,4.13
basalt,35.14,13.26,0.2,0.37,8.54,23.89,8.56,0.37,4.13
basalt,35.21,13.21,0.26,0.39,8.66,23.95,8.51,0.31,4.12
basalt,35.1,13.5,0.04,0.33,8.93,25.36,8.17,0.4,3.73
